Position,Artist,Song Title,Year,Lyrics
35,Elvis Presley,Suspicious Minds,1969,"We're caught in a trap
I can't walk out
Because I love you too much baby

Why can't you see
What you're doing to me
When you don't believe a word I say?

We can't go on together
With suspicious minds
And we can't build our dreams
On suspicious minds

So, if an old friend I know
Drops by to say hello
Would I still see suspicion in your eyes?

Here we go again
Asking where I've been
You can't see these tears are real
I'm crying

We can't go on together
With suspicious minds
And we can't build our dreams
On suspicious minds

Oh let our love survive
Or dry the tears from your eyes
Let's don't let a good thing die

When honey, you know
I've never lied to you
Mmm yeah, yeah

We're caught in a trap
I can't walk out
Because I love you too much baby

Why can't you see
What you're doing to me
When you don't believe a word I say?

We're caught in a trap
I can't walk out
Because I love you too much baby

Don't you know I'm caught in a trap
I can't walk out
Because I love you too much baby

Don't you know I'm caught in a trap
I can't walk out
Because I love you too much baby

Don't you know I'm caught in a trap
I can't walk out
Because I love you too much baby
â€¦"
36,Pat Boone,Speedy Gonzales,1962,"It was a moonlit night in Old Mexico.
I walked alone between some old adobe haciendas.
Suddenly, I heard the plaintive cry of a young Mexican girl:

La la la, la la la la la la la la, la la la la la la la la, la la la la
la la la la.

You better come home Speedy Gonzales, away from tannery row.
Stop all of your drinking with that floosie named Flo!
Come on home to your adobe and slap some mud on the wall!
The roof is leaking like a strainer. There's loads of roaches in the
hall.
(La la la la)

Speedy Gonzales (Speedy Gonzales),
why don't you come home?
Speedy Gonzales (Speedy Gonzales),
how come you leave me all alone?

""He, Rosita, I have to go shopping downtown for my mother,
she needs some Tortillias and Chilli Pepper!""

La, la la la la la la la la, la la la la la la la la, la la la la la la
la la.

Your doggie's gonna have a puppy, and we're running out of Coke.
no enchiladas in the icebox, and the television's broke.
I saw some lipstick on your sweatshirt, I smell some perfume in your
ear.
Well, if you're gonna keep on messin', don't bring your business back
a-here.
(La la la la)

Mmm, Speedy Gonzales (Speedy Gonzales),
why don't you come home?
Speedy Gonzales (Speedy Gonzales),
how come you leave me all alone?

""He, Rosita, come quick!
Down at the cantina, they're giving green stamps with Tequila!""

La, la la la la la la la la, la la la la la la la la, la la la la la la
la la
La la la la, la la la la la la la la, la la la la la la la la, la la la
la la la la la."
37,The Beatles,Yellow Submarine,1966,"In the town where I was born
Lived a man who sailed to sea
And he told us of his life
In the land of submarines

So we sailed up to the sun
Till we found the sea of green
And we lived beneath the waves
In our yellow submarine

We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine

And our friends are all on board
Many more of them live next door
And the band begins to play

We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine

[Full speed ahead, Mr. Parker, full speed ahead!
Full speed over here, sir!
Action station! Action station!
Aye, aye, sir, fire!
Heaven! Heaven!]

As we live a life of ease (A life of ease)
Everyone of us (Everyone of us) has all we need (Has all we need)
Sky of blue (Sky of blue) and sea of green (Sea of green)
In our yellow (In our yellow) submarine (Submarine, ha, ha)

We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine
We all live in a yellow submarine
Yellow submarine, yellow submarine"
38,Simon & Garfunkel,The Sounds of Silence,1966,"Hello darkness, my old friend
I've come to talk with you again
Because a vision softly creeping
Left its seeds while I was sleeping
And the vision that was planted in my brain
Still remains within the sound of silence

In restless dreams, I walked alone
Narrow streets of cobblestone
'Neath the halo of a street lamp
I turned my collar to the cold and damp
When my eyes were stabbed by the flash of a neon light
That split the night and touched the sound of silence

And in the naked light, I saw
Ten thousand people, maybe more
People talking without speaking
People hearing without listening
People writing songs that voices never share
And no one dare disturb the sound of silence

""Fools"" said I, you do not know
Silence like a cancer grows
Hear my words, that I might teach you
Take my arms, that I might reach you
But my words like silent raindrops fell
And echoed in the wells of silence

And the people bowed and prayed
To the neon God they made
And the sign flashed out its warning
In the words that it was forming
And the sign said, ""The words of the Prophets
Are written on the subway walls and tenement halls""
And whispered in the sounds of silence"
39,The Rolling Stones,Jumpin' Jack Flash,1968,"One, two!

I was born in a crossfire hurricane
And I howled at my ma in the drivin' rain

But it's all right now, in fact it's a gas
But it's all right, I'm jumpin' jack flash
It's a gas, gas, gas

I was raised by a toothless, bearded hag
I was schooled with a strap right across my back

But it's all right now, in fact it's a gas
But it's all right, I'm jumpin' jack flash
It's a gas, gas, gas
Ooh

I was drowned, I was washed up and left for dead
I fell down to my feet and I saw they bled, yeah yeah
I frowned at the crumbs of a crust of bread, yeah yeah yeah
I was crowned with a spike right through my head

But it's all right now, in fact it's a gas
But it's all right, I'm jumpin' jack flash
It's a gas, gas, gas

Jumpin' jack flash, it's a gas
Jumpin' jack flash, it's a gas
Jumpin' jack flash, it's a gas
Jumpin' jack flash, it's a gas
Jumpin' jack flash, it's a gas
Jumpin' jack flash, it's a gas"
40,Rocco Granata,Marina,1960,"Granata Rocco
Miscellaneous
Marina
Marina (Rocco Granada)

Mi sono innamorato di Marina
una ragazza mora ma carina
ma lei non vuol saperne del mio amore
cosa faro' per conquistarle il cuor.
Un girono l'ho incontrata sola sola,
il cuotre mi batteva mille all'ora.
Quando le dissi che la volevo amare
mi diede un bacio e l'amor sboccio'...

Marina, Marina, Marina
Ti voglio al piu' presto sposar
Marina, Marina, Marina
Ti voglio al piu' presto sposar

O mia bella mora
no non mi lasciare
non mi devi rovinare
oh, no, no, no, no, no..."
41,The Byrds,Mr Tambourine Man,1965,"Hey Mister Tambourine Man, play a song for me
I'm not sleepy and there ain't no place I'm goin' to
Hey Mister Tambourine Man, play a song for me
In the jingle jangle morning, I'll come followin' you

Take me for a trip upon your magic swirlin' ship
All my senses have been stripped
And my hands can't feel to grip
And my toes too numb to step
Wait only for my boot heels to be wanderin'

I'm ready to go anywhere I'm ready for to fade
On to my own parade cast your dancin' spell my way
I promise to go under it

Hey Mister Tambourine Man, play a song for me
I'm not sleepy and there ain't no place I'm goin' to
Hey Mister Tambourine Man, play a song for me
In the jingle jangle morning, I'll come followin' you"
42,The Beatles,Ticket to Ride,1965,"I think I'm gonna be sad
I think it's today, yeah
The girl that's driving me mad
Is going away

She's got a ticket to ride
She's got a ticket to ride
She's got a ticket to ride
But she don't care

She said that living with me
Is bringing her down, yeah
For she would never be free
When I was around

She's got a ticket to ride
She's got a ticket to ride
She's got a ticket to ride
But she don't care

I don't know why she's riding so high
She ought to think twice
She ought to do right by me
Before she gets to saying goodbye
She ought to think twice
She ought to do right by me

I think I'm gonna be sad
I think it's today, yeah

The girl that's driving me mad
Is going away, yeah, oh

She's got a ticket to ride
She's got a ticket to ride
She's got a ticket to ride
But she don't care

I don't know why she's riding so high
She ought to think twice
She ought to do right by me
Before she gets to saying goodbye
She ought to think twice
She ought to do right by me
She said that living with me
Was bringing her down, yeah
For she would never be free
When I was around, oh

She's got a ticket to ride
She's got a ticket to ride
She's got a ticket to ride
But she don't care
My baby don't care
My baby don't care
My baby don't care
My baby don't care
My baby don't care
My baby don't care"
43,Scott McKenzie,San Francisco (Wear Some Flowers in Your Hair),1967,"If you're going to San Francisco
Be sure to wear some flowers in your hair
If you're going to San Francisco
You're gonna meet some gentle people there

For those who come to San Francisco
Summertime will be a love-in there
In the streets of San Francisco
Gentle people with flowers in their hair

All across the nation such a strange vibration
People in motion
There's a whole generation with a new explanation
People in motion people in motion

For those who come to San Francisco
Be sure to wear some flowers in your hair
If you come to San Francisco
Summertime will be a love-in there

If you come to San Francisco
Summertime will be a love-in there"
44,Otis Redding,(Sittin' On) the Dock of the Bay,1968,"Sittin' in the morning sun
I'll be sittin' when the evening comes
Watching the ships roll in
Then I watch 'em roll away again, yeah

I'm sittin' on the dock of the bay
Watching the tide roll away
I'm just sittin' on the dock of the bay wastin' time

I left my home in Georgia, headed for the Frisco bay
'Cos I've had nothing to live for
And look like nothing's gonna come my way

So I'm just gonna sit on the dock of the bay
Watching the tide roll away
I'm sittin' on the dock of the bay wastin' time

Look like nothing's gonna change
Everything still remains the same
I can't do what ten people tell me to do
So I guess I'll remain the same, listen

Sittin' here resting my bones
And this loneliness won't leave me alone, listen
2000 miles I've roamed
Just to make this dock my home

Now I'm just gonna sit at the dock of the bay
Watching the tide roll away
I'm sittin' on the dock of the bay wastin' time"
45,Sam The Sham & The Pharaohs,Wooly Bully,1965,"Matty told Hatty
About a thing she saw
Had two big horns
And a wooly jaw

Wooly Bully
Wooly Bully
Wooly Bully
Wooly Bully
Wooly Bully

Hatty told Matty
""Let's don't take no chance
Let's not be L 7
Come and learn to dance

Wooly Bully
Wooly Bully
Wooly Bully
Wooly Bully
Wooly Bully

Matty told Hatty
""That's a thing to do
Get you someone really
Pull the wool with you

Wooly Bully
Wooly Bully
Wooly Bully
Wooly Bully
Wooly Bully"
46,The Rolling Stones,Paint it Black,1966,"I see a red door and I want it painted black.
No colours anymore, I want them to turn black.
I see the girls walk by dressed in their summer clothes
I have to turn my head until my darkness goes.

I see a line of cars and they're all painted black
With flowers and my love both never to come back.
I see people turn their heads and quickly look away.
Like a newborn baby, it just happens every day.

I look inside myself and see my heart is black.
I see my red door and must have it painted black.
Maybe then I'll fade away and not have to face the facts
It's not easy facin' up when your whole world is black.

No more will my green segel turn a deeper blue.
I could not foresee this thing happening to you.
If I look hard enough into the settin' sun
My love will laugh with me before the mornin' comes.

I see a red door and I want it painted black.
No colours anymore, I want them to turn black.
I see the girls go by dressed in their summer clothes
I have to turn my head until my darkness goes.

Hmm...
I wanna see your face painted black.
Black as night, black as coal.
I wanna see the sun blotted out from the sky.
I wanna see it painted, painted, painted, painted black, yeah!
Hmm..."
47,The Everly Brothers,Cathy's Clown,1960,"Don't want your love anymore
Don't want your kisses, that's for sure
I die each time
I hear this sound:
""Here he comes. That's Cathy's clown.""

I've gotta stand tall
You know a man can't crawl
But when he knows you're tellin' lies
And he hears them passing' by
He's not a man at all

Don't want your love anymore
Don't want your kisses, that's for sure
I die each time
I hear this sound:
""Here he comes. That's Cathy's clown.""

When you see me shed a tear
And you know that it's sincere
Don't you think it's kind of sad
That you're treating me so bad
Or don't you even care?

Don't want your love anymore
Don't want your kisses, that's for sure
I die each time
I hear this sound:
""Here he comes.
That's Cathy's clown
That's Cathy's clown
That's Cathy's clown."""
48,The Beatles,Come Together,1969,"Here come old flattop, he come grooving up slowly
He got joo-joo eyeball, he one holy roller
He got hair down to his knee
Got to be a joker he just do what he please

He wear no shoeshine, he got toe-jam football
He got monkey finger, he shoot Coca-Cola
He say, ""I know you, you know me.""
One thing I can tell you is you got to be free

Come together right now over me

He bag production, he got walrus gumboot
He got Ono sideboard, he one spinal cracker
He got feet down below his knee
Hold you in his armchair you can feel his disease

Come together right now over me

(Right!
Come, oh, come, come, come.)

He roller-coaster, he got early warning
He got muddy water, he one mojo filter
He say, ""One and one, and one is three.""
Got to be good-looking 'cause he's so hard to see

Come together right now over me

Oh
Come together
Yeah, come together
Yeah, come together
Yeah, come together
Yeah, come together
Yeah, come together
Yeah, come together
Yeah, oh
Come together
Yeah, come together"
49,The Monkees,Daydream Believer,1967,"Oh, I could hide 'neath the wings of the bluebird as she sings
The six o'clock alarm would never ring
But it rings and I rise wipe the sleep out of my eyes
The shavin' razor's cold, and it stings

Cheer up, sleepy Jean, oh what can it mean
To a daydream believer and a homecoming queen?

You once thought of me as a white knight on his steed
Now you know how happy I can be
Oh, and our good times start and end without dollar one to spend
But how much baby do we really need?

Cheer up, sleepy Jean, oh what can it mean
To a daydream believer and a homecoming queen?
Cheer up, sleepy Jean, oh what can it mean
To a daydream believer and a homecoming queen?

Cheer up, sleepy Jean, oh what can it mean
To a daydream believer and a homecoming queen?
Cheer up, sleepy Jean, oh what can it mean
To a daydream believer and a homecoming queen?

Cheer up, sleepy Jean, oh what can it mean
To a daydream believer and a homecoming queen?"
50,Elvis Presley,Surrender,1961,"When we kiss my heart's on fire
Burning with a strange desire
And I know, each time I kiss you
That your heart's on fire too

So, my darling, please surrender
All your love so warm and tender
Let me hold you in my arms, dear
While the moon shines bright above

All the stars will tell the story
Of our love and all it's glory
Let us take this night of magic
And make it a night of love

Won't you please surrender to me?
Your lips, your arms, your heart, dear
Be mine forever, be mine tonight"
51,The Tornados,Telstar,1962,"Exception occurred 
HTTP Error 404: Not Found"
52,Elvis Presley,(You're The) Devil in Disguise,1963,"You look like an angel
Walk like an angel
Talk like an angel
But I got wise

You're the devil in disguise
Oh yes, you are the devil in disguise
You fooled me with your kisses
You cheated and you schemed
Heaven knows how you lied to me
You're not the way you seemed

You look like an angel
Walk like an angel
Talk like an angel
But I got wise

You're the devil in disguise
Oh yes, you are the devil in disguise
I thought that I was in heaven
But I was sure surprised
Heaven help me, I didn't see
The devil in your eyes

You look like an angel
Walk like an angel
Talk like an angel
But I got wise

You look devil in disguise
Oh yes, you are the devil in disguise

You look devil in disguise
Oh yes, you are the devil in disguise
Oh yes, you are the devil in disguise
Oh yes, you are the devil in disguise"
53,The Righteous Brothers,You've Lost That Lovin' Feelin',1964,"You never close your eyes anymore when I kiss your lips.
And there's no tenderness like before in your fingertips.
You're trying hard not to show it, (baby).
But baby, baby I know it...

You've lost that lovin' feeling
Whoa, that lovin' feeling
You've lost that lovin' feeling
Now it's gone... gone... gone... wooooooh.

Now there's no welcome look in your eyes when I reach for you.
And now your're starting to critisize little things I do.
It makes me just feel like crying, (baby).
'Cause baby, something in you is dying.

You lost that lovin' feeling
Whoa, that lovin' feeling
You've lost that lovin' feeling
Now it's gone... gone... gone... woooooah

Baby, baby, I get down on my knees for you.
If you would only love me like you used to do, yeah.
We had a love... a love... a love you don't find everyday.
So don't... don't... don't... don't let it slip away.

Baby (baby), baby (baby)
I beg of you please... please
I need your love (I need your love), I need your love (I need your love)
So bring it on back (So bring it on back), Bring it on back (so bring it on back).
Bring back that lovin' feeling
Whoa, that lovin' feeling

Bring back that lovin' feeling
'Cause it's gone... gone... gone
and I can't go on
noooo...
Bring back that lovin' feeling
Whoa, that lovin' feeling
Bring back that lovin' feeling
'Cause it's gone... gone..."
54,Elvis Presley,Return to Sender,1962,"Return to sender
Return to sender

I gave a letter to the postman
He put it in his sack
Bright in early next morning
He brought my letter back

She wrote upon it
Return to sender, address unknown
No such number, no such zone

We had a quarrel, a lover's spat
I write I'm sorry
But my letter keeps coming back

So when I dropped it in the mailbox
And sent a special D
Bright in early next morning
It came right back to me

She wrote upon it
Return to sender, address unknown
No such person, no such zone

This time I'm gonna take it myself
And put it right in her hand
And if it comes back the very next day
Then I'll understand the writing on it

Return to sender, address unknown
No such number, no such zone

Return to sender
Return to sender
Return to sender
Return to sender"
55,The Mamas & The Papas,Monday Monday,1966,"Monday, Monday, so good to me
Monday morning, it was all I hoped it would be
Oh, Monday morning, Monday morning couldn't guarantee
That Monday evening you would still be here with me

Monday, Monday, can't trust that day
Monday, Monday, sometimes it just turns out that way
Oh, Monday morning, you gave me no warning of what was to be
Oh, Monday, Monday, how could you leave and not take me?

Every other day, every other day
Every other day of the week is fine, yeah
But whenever Monday comes but whenever Monday comes
You can find me crying all of the time

Monday, Monday, so good to me
Monday morning, it was all I hoped it would be
But Monday morning, Monday morning couldn't guarantee
That Monday evening you would still be here with me

Every other day, every other day
Every other day of the week is fine, yeah
But whenever Monday comes but whenever Monday comes
You can find me crying all of the time

Monday, Monday, can't trust that day
Monday, Monday, it just turns out that way
Oh, Monday, Monday, won't go away
Monday, Monday, it's here to stay
Oh Monday, Monday, oh Monday, Monday, oh"
56,Del Shannon,Runaway,1961,"As I walk along, I wonder
A-what went wrong with our love
A love that was so strong

And as I still walk on, I think of
The things we've done together
While our hearts were young

I'm a-walkin' in the rain
Tears are fallin', and I feel the pain
A-wishin' you were here by me
To end this misery

And I wonder
I wah-wah-wah-wah-wonder
Why
Why, why, why, why, why
She ran away
And I wonder
Where she will stay-ay
My little runaway
A-run, run, run, run, runaway

I'm a-walkin' in the rain
Tears are fallin', and I feel the pain
A-wishin' you were here by me
To end this misery
And I wonder
I wah-wah-wah-wah-wonder
Why
Why, why, why, why, why
She ran away
And I wonder
Where she will stay-ay
My little runaway
A-run, run, run, run, runaway
A-run, run, run, run, runaway
A-run, run, run, run, runaway"
57,Fifth Dimension,Aquarius/Let The Sunshine In,1969,"Fifth Dimension
The Forrest Gump Soundtrack
Aquarius - Let The Sunshine In
When the moon is in the seventh house
And Jupiter aligns with Mars
The peace will guide the planets
And love will steer the stars
This is the dawning of the age of Aquarius
Age of Aquarius
Aquarius, Aquarius

Harmony and understanding, sympathy and trust abounding
No more false hoods or derisions, golden living dreams of visions
Mystic crystal revelations, and the mind's true liberations
Aquarius, Aquarius

When the moon is in the seventh house
And Jupiter aligns with Mars
The peace will guide the planets
And love will steer the stars
This is the dawning of the age of Aquarius
Age of Aquarius
Aquarius, Aquarius
Aquarius

Let the sunshine, let the sunshine in
The Sunshine in
Let the sunshine, let the sunshine in
The sunshine in

Let the sunshine, let the sunshine in
The Sunshine in
Let the sunshine, let the sunshine in
The sunshine in"
58,Tommy James & the Shondells,Crimson & Clover,1969,"Oh
Now I don't hardly know her
But I think I could love her
Crimson and clover

Ah
I wish she'd come walking over
Now I've been waiting to show her
Crimson and clover
Over and over

Yes 
(Da-da, da-da, da-da)
My, my, such a sweet thing 
(Da-da, da-da, da-da)
I want to do everything 
(Da-da, da-da, da-da)
What a beautiful feeling 
(Da-da, da-da, da-da)
Crimson and clover 
(Da-da, da-da, da-da)
Over and over

Crimson and clover, over and over
Crimson and clover, over and over
Crimson and clover, over and over
Crimson and clover, over and over
Crimson and clover, over and over
Crimson and clover, over and over"
59,Marvin Gaye,I Heard it Through the Grapevine,1968,"I bet you're wondering how I knew
'bout you're plans to make me blue
With some other guy you knew before
Between the two of us guys you know I love you more
It took me by surprise I must say
When I found out yesterday

Don't you know that I heard it through the grapevine?
Not much longer would you be mine
Oh I heard it through the grapevine
Oh and I'm just about to lose my mind
Honey, honey, yeah

Heard it through the grapevine?
Not much longer would you be mine, baby

I know that a man ain't supposed to cry
But these tears I can't hold inside
Losin' you would end my life you see
'Cause you mean that much to me
You could have told me yourself
That you love someone else

Instead, I heard it through the grapevine
Not much longer would you be mine
Oh I heard it through the grapevine
And I'm just about to lose my mind
Honey, honey, well

Heard it through the grapevine?
Not much longer would you be mine, baby

People say believe half of what you see
Son, and none of what you hear
But I can't help bein' confused
If it's true, please tell me, dear?
Do you plan to let me go
For the other guy you loved before?

Don't you know I heard it through the grapevine?
Not much longer would you be mine
Baby, I heard it through the grapevine
Ooh I'm just about to lose my mind
Honey, honey yeah

Heard it through the grapevine?
Not much longer would you be mine, baby

Honey, honey, I know
That you're letting me go
I said I heard through the grapevine
Ooh heard it through the grapevine"
60,The Box Tops,The Letter,1967,"Gimme a ticket for an aeroplane
Ain't got time to take a fast train
Lonely days are gone, I'm a-goin' home
My baby, just-a wrote me a letter

I don't care how much money I gotta spend
Got to get back to my baby again
Lonely days are gone, I'm a-goin' home
My baby, just-a wrote me a letter

Well, she wrote me a letter
Said she couldn't live without me no more
Listen mister, can't you see I got to get back
To my baby once-a more
Anyway, yeah!

Gimme a ticket for an aeroplane
Ain't got time to take a fast train
Lonely days are gone, I'm a-goin' home
My baby, just-a wrote me a letter

Well, she wrote me a letter
Said she couldn't live without me no more
Listen mister, can't you see I got to get back
To my baby once-a more
Anyway, yeah!

Gimme a ticket for an aeroplane
Ain't got time to take a fast train
Lonely days are gone, I'm a-goin' home
My baby, just-a wrote me a letter, my baby just-a wrote me a letter"
61,Paul & Paula,Hey Paula,1963,We do not have the lyrics for Hey Paula (Re-Recording) yet.
62,Kingsmen,Louie Louie,1963,"CHORUS:

Louie Louie, oh no
Me gotta go
Aye-yi-yi-yi, I said
Louie Louie, oh baby
Me gotta go

Fine little girl waits for me
Catch a ship across the sea
Sail that ship about, all alone
Never know if I make it home

CHORUS

Three nights and days I sail the sea
Think of girl, constantly
On that ship, I dream she's there
I smell the rose in her hair.

CHORUS

Okay, let's give it to 'em, right now!

GUITAR SOLO

See, see Jamaica, the moon above
It won't be long, we'll be below
Take her in my arms again
I'll tell her I'll never leave again

CHORUS

Let's take it on outa here now
Let's go!!"
63,The Ronettes,Be My Baby,1963,"The night we met I knew I needed you so
And if I had the chance I'd never let you go
So won't you say you love me? I'll make you so proud of me
We'll make 'em turn their heads every place we go

So won't you, please?
(Be my, be my baby)
Be my little baby
  (My one and only baby)
Say you'll be my darlin'
  (Be my, be my baby)
Be my baby now
  (My one and only baby)
Whoa oh oh oh

I'll make you happy, baby, just wait and see
For every kiss you give me, I'll give you three
Oh, since the day I saw you, I have been waiting for you
You know I will adore you 'til eternity

So won't you, please?
(Be my, be my baby)
Be my little baby
  (My one and only baby)
Say you'll be my darlin'
  (Be my, be my baby)
Be my baby now
  (My one and only baby)
Whoa oh oh oh

So come on and be
(Be my, be my baby)
Be my little baby
  (My one and only baby)
Say you'll be my darlin'
  (Be my, be my baby)
Be my baby now
  (My one and only baby)
Whoa oh oh oh

Be my, be my baby
(Be my little baby)
My one and only baby
Be my, be my baby
My one and only baby

Be my, be my baby
My one and only baby
Be my, be my baby"
64,Elvis Presley,Can't Help Falling in Love,1962,"Wise men say
Only fools rush in
But I can't help falling in love with you
Shall I stay?
Would it be a sin?
If I can't help falling in love with you

Like a river flows, surely to the sea
Darling so it goes, some things are meant to be

Take my hand
Take my whole life too
For I can't help falling in love with you

Like a river flows, surely to the sea
Darling so it goes, some things are meant to be

Take my hand
Take my whole life too
For I can't help falling in love with you
For I can't help falling in love with you"
65,Elvis Presley,In the Ghetto,1969,"As the snow flies
On a cold and gray Chicago mornin'
A poor little baby child is born
In the ghetto

And his mama cries
'Cause if there's one thing that she don't need
It's another hungry mouth to feed
In the ghetto

People, don't you understand
The child needs a helping hand
Or he'll grow to be
An angry young man some day

Take a look at you and me
Are we too blind to see
Go we simply turn our heads
And look the other way

Well the world turns
And a hungry little boy with a runny nose
Plays in the street as the cold wind blows
In the ghetto

And his hunger burns
So he starts to roam the streets at night
And he learns how to steal
And he learns how to fight
In the ghetto

Then one night in desperation
A young man breaks away
He buys a gun, steals a car,
Tries to run, but he don't get far
And his mama cries

As a crowd gathers 'round
An angry young man
Face down on the street
With a gun in his hand
In the ghetto

As her young man dies
On a cold and gray Chicago mornin'
Another little baby child is born
In the ghetto"
66,The Doors,Light My Fire,1967,"You know that it would be untrue
You know that I would be a liar
If I was to say to you
Girl, we couldn't get much higher

Come on baby light my fire
Come on baby light my fire
Try to set the night on, fire

The time to hesitate is through
No time to wallow in the mire
Try now we can only lose
And our love become a funeral pyre

Come on baby light my fire
Come on baby light my fire
Try to set the night on, fire yeah

The time to hesitate is through
No time to wallow in the mire
Try now we can only lose
And our love become a funeral pyre

Come on baby light my fire
Come on baby light my fire
Try to set the night on, fire yeah

You know that it would be untrue
You know that I would be a liar
If I was to say to you
Girl, we couldn't get much higher

Come on baby light my fire
Come on baby light my fire
Try to set the night on fire
Try to set the night on fire
Try to set the night on fire
Try to set the night on fire"
67,The Beatles,The Ballad of John & Yoko,1969,"Standing in the dock at Southampton
Trying to get to Holland or France
The man in the mac said
""You've got to go back""
You know, they didn't even give us a chance
Christ, you know it ain't easy
You know how hard it can be
The way things are going
They're gonna to crucify me
Finally made the plane into Paris
Honeymooning down by the Seine
Peter Brown called to say
You can make it okay
You can get married in Gibraltar near Spain
Christ, you know it ain't easy
You know how hard it can be
The way things are going
They're gonna to crucify me
So from Paris to the Amsterdam Hilton
Talking in our beds for a week
The news people said
""Say, what you doing in bed?""
I said, ""We're only trying to get us some peace""
Christ, you know it ain't easy
You know how hard it can be
The way things are going
They're gonna to crucify me
Saving up your money for a rainy day
Giving all your clothes to charity
Last night the wife said
Oh boy, when you're dead
You don't take nothing with you but your soul
Think!
Made a lightning trip to Vienna
Eating chocolate cake in a bag
Newspapers said
""She's gone to his head
They look just like two gurus in drag""
Christ, you know it ain't easy
You know how hard it can be
The way things are going
They're gonna to crucify me
Caught the early plane back to London
Fifty acorns tied in a sack
The men from the press
Said, ""We wish you success
It's good to have the both of you back""
Christ, you know it ain't easy
You know how hard it can be
The way things are going
They're gonna to crucify me
The way things are going
They're gonna to crucify me"
68,The Beatles,Can't Buy Me Love,1964,"Can't buy me love, love
Can't buy me love

I'll buy you a diamond ring my friend
If it makes you feel all right
I'll get you anything my friend
If it makes you feel all right
'Cause I don't care too much for money
For money can't buy me love

I'll give you all I've got to give
If you say you love me too
I may not have a lot to give
But what I've got I'll give to you
I don't care too much for money
For money can't buy me love

Can't buy me love
Everybody tells me so
Can't buy me love
No no no, no

Say you don't need no diamond rings
And I'll be satisfied
Tell me that you want the kind of things
That money just can't buy
I don't care too much for money
Money can't buy me love
Can't buy me love
Everybody tells me so
Can't buy me love
No no no, no

Say you don't need no diamond rings
And I'll be satisfied
Tell me that you want the kind of things
That money just can't buy
I don't care too much for money
Money can't buy me love

Can't buy me love, love
Can't buy me love, oh"
69,The Drifters,Save the Last Dance For Me,1960,"You can dance
Every dance with the guy
Who gave you the eye
Let him hold you tight

You can smile
Every smile for the man
Who held your hand
'Neath the pale moonlight

But don't forget who's taking you home
And in whose arms you're gonna be
So Darlin'
Save the last dance for me

Mmmmmh'

Oh I know (Oh I know)
That the music's fine (Yes I know)
Like sparkling wine (Oh I know)
Go and have your fun (Yes I know)
(Oh I know) Laugh and sing
(Yes I know) But while we're apart
(Oh I know) Don't give your heart
(Yes I know) To anyone (Oh I know)

But don't forget who's taking you home
And in whose arms you're gonna be
So Darlin'
Save the last dance for me

Mmmmh'

Baby don't you know I love you so?
Can't you feel it when we touch?
I will never never let you go
I love oh so much

You can dance (You can dance)
Go and carry on
'Till the night is gone
And it's time to go

If he asks
If you're all alone
Can he take you home
You must tell him no

'Cause don't forget who's taking you home
And in whose arms you're gonna be
So Darlin'
Save the last dance for me
'Cause don't forget who's taking you home
And in whose arms you're gonna be
So Darlin'
Save the last dance for me
Mmmh'
Save the last dance for me
Mmmm'
Save the last dance for me"
70,Nancy Sinatra,Somethin' Stupid,1967,"I know I stand in line until you think
You have the time to spend an evening with me
And if we go someplace to dance
I know that there's a chance you won't be leaving with me
And afterwards we drop into a quiet little place
And have a drink or two...
And then I go and spoil it all by saying
Something stupid like I love you

I can see it in your eyes that you despise
The same old lines you heard the night before...
And though it's just a line to you for me it's true...
And never seemed so right before
I practice everyday to find some clever lines
To say to make the meaning come true...
But then I think I'll wait until the evening gets late
And I'm alone with you
The time is right your perfume fills my head...
The stars get red and on the nights so blue...
And then I go and spoil it all by saying
Something stupid like I love you

SONGWRITERS
HART, LORENZ / RODGERS, RICHARD"
71,Creedence Clearwater Revival,Proud Mary,1969,"Left a good job in the city
Workin' for the man every night and day
And I never lost one minute of sleepin'
Worryin' 'bout the way things might have been

Big wheel keep on turnin'
Proud Mary keep on burnin'
Rollin', rollin', rollin' on the river

Cleaned a lot of plates in Memphis
Pumped a lot of pain down in New Orleans
But I never saw the good side of the city
'Til I hitched a ride on a river boat queen

Big wheel keep on turnin'
Proud Mary keep on burnin'
Rollin', rollin', rollin' on the river

Rollin', rollin', rollin' on the river

If you come down to the river
Bet you gonna find some people who live
You don't have to worry 'cause you have no money
People on the river are happy to give

Big wheel keep on turnin'
Proud Mary keep on burnin'
Rollin', rollin', rollin' on the river

Rollin', rollin', rollin' on the river
Rollin', rollin', rollin' on the river
Rollin', rollin', rollin' on the river"
