Position,Artist,Song Title,Year,Lyrics
57,LeAnn Rimes,Can't Fight the Moonlight,2001,"Cannot know, cannot know
Cannot know, cannot know
Cannot know, cannot know
Cannot know
Under a lover's sky
Gonna be with you

And no one's gonna be around
You think that you won't fall
Well, just wait until

Til the sun goes down
Underneath the starlight, starlight
There's a magical feeling so right
It'll steal your heart tonight
You can try to resist
Try to hide from my kiss
But you know but you know
That you can't fight the moonlight
Deep in the dark
You'll surrender your heart

But you know but you know
That you can't fight the moonlight
No, you can't fight it
It's gonna get to your heart
There's no escape from love
Once a gentle breeze
Weaves it's spell upon your heart
No matter what you think
It won't be too long

Til you're in my arms
Underneath the starlight, starlight
We'll be lost in the rhythm so right
Feel it steal your heart tonight
You can try to resist
Try to hide from my kiss
But you know but you know
That you can't fight the moonlight
Deep in the dark
You'll surrender your heart
But you know but you know

That you can't fight the moonlight
No, you can't fight it

No matter what you do
The night is gonna get to you
Cannot know, cannot know

Cannot know, cannot know
Cannot know, cannot know
Don't try, girl, you're never gonna win, oh
Underneath the starlight, starlight
There's a magical feeling so right
It will steal your heart tonight
You can try to resist
Try to hide from my kiss
But you know but you know

That you can't fight the moonlight
Deep in the dark
You'll surrender your heart
But you know but you know
That you can't fight the moonlight, no
You can try to resist
Try to hide from my kiss
But you know but you know
That you can't fight the moonlight
Deep in the dark
You'll surrender your heart
But you know but you know
That you can't fight the moonlight
No, you can't fight it
You can try to resist
Try to hide from my kiss
But you know but you know
That you can't fight the moonlight
Deep in the dark
You'll surrender your heart
But you know but you know
That you can't fight the moonlight"
58,Shaggy,It Wasn't Me,2001,"Yo man
Yo
Open up man
What do you want man?
My girl just caught me
You let her catch you?
I don't know how I let this happen

With who?
The girl next door, you know?

Man...
I don't know what to do
Say it wasn't you
Alright

Honey came in and she caught me red-handed
Creeping with the girl next door
Picture this we were both butt-naked
Banging on the bathroom floor
How could I forget
That I had given her an extra key

All this time she was standing there

She never took her eyes off me
How you can grant the woman access to your villa
Trespasser and a witness while you cling on your pillow
You better watch your back before she turn into a killer

Best for you and the situation not to call the beaner
To be a true player you have to know how to play
If she say a night, convince her say a day
Never admit to a word when she say makes a claim

And you tell her baby no way
But she caught me on the counter

(It wasn't me)
Saw me banging on the sofa
(It wasn't me)
I even had her in the shower

(It wasn't me)
She even caught me on camera

(It wasn't me)
She saw the marks on my shoulder
(It wasn't me)
Heard the words that I told her
(It wasn't me)

Heard the screams getting louder
(It wasn't me)
She stayed until it was over

Honey came in and she caught me red-handed
Creeping with the girl next door
Picture this we were both butt-naked
Banging on the bathroom floor
I had tried to keep her from what she was about to see
Why should she believe me when I told her it wasn't me
Make sure she knows it's not you and lead her on
Da right prefix whenever you should see her make da giggolo flex
As funny as it be by you, it not that complex
Seein' is believin' so you better change your specs
You know she not gonna be worrying about things from the past
Hardly recollecting and then she'll go to noontime mass
Your answer: go over there but if she pack a gun
You know you better run fast
But she caught me on the counter
(It wasn't me)
Saw me banging on the sofa
(It wasn't me)
I even had her in the shower
(It wasn't me)
She even caught me on camera
(It wasn't me)
She saw the marks on my shoulder
(It wasn't me)
Heard the words that I told her
(It wasn't me)
Heard the screams getting louder
(It wasn't me)
She stayed until it was over
Honey came in and she caught me red-handed
Creeping with the girl next door
Picture this we were both butt-naked
Banging on the bathroom floor
How could I forget
That I had given her an extra key
All this time she was standing there
She never took her eyes off me
Gonna tell her that I'm sorry for the pain that I've caused
I've been listenin' to your reasonin'
It makes no sense at all
We should tell her that I'm sorry for the pain that I've caused
You may think that you're a player
But you're completely lost
Honey came in and she caught me red-handed
Creeping with the girl next door
Picture this we were both butt-naked
Banging on the bathroom floor
How could I forget
That I had given her an extra key
All this time she was standing there
She never took her eyes off me"
59,David Guetta & ,Sexy Chick (sexy Bitch),2009,"Exception occurred 
HTTP Error 404: Not Found"
60,Britney Spears,Oops!... I Did it Again,2000,"yeah yeah yeah yeah yeah
Yeah yeah yeah yeah yeah yeah

I think I did it again
I made you believe we're more than just friends
Oh baby
It might seem like a crush
But it doesn't mean that I'm serious
'Cause to lose all my senses
That is just so typically me

Oh baby, baby
Oops!...I did it again
I played with your heart, got lost in the game
Oh baby, baby
Oops!...You think I'm in love
That I'm sent from above

I'm not that innocent
You see my problem is this
I'm dreaming away
Wishing that heroes, they truly exist
I cry, watching the days
Can't you see I'm a fool in so many ways
But to lose all my senses
That is just so typically me

Baby, oh
Oops!...I did it again
I played with your heart, got lost in the game
Oh baby, baby
Oops!...You think I'm in love
That I'm sent from above

I'm not that innocent
Yeah yeah yeah yeah yeah yeah

Yeah yeah yeah yeah yeah yeah
""All aboard""

Oops!...I did it again to your heart
Got lost in this game, oh baby
Oops!...You think that I'm sent from above
I'm not that innocent"
61,N Sync,"Bye, Bye, Bye",2000,"Hey, hey
Bye, bye
Bye, bye
Oh oh.

I'm doin' this tonight
You're probably gonna start a fight
I know this can't be right
Hey baby come on

I loved you endlessly
When you weren't there for me
So now it's time to leave and make it alone

I know that I can't take no more
It ain't no lie
I wanna see you out that door
Baby bye, bye, bye

Don't wanna be a fool for you
Just another player in your game for two
'Cause you may hate me but it ain't no lie
Baby bye, bye, bye

Don't really wanna make it tough
I just wanna tell you that I've had enough
It might sound crazy
But it ain't no lie
Baby bye, bye, bye

(Oh, Oh)
Just hit me with the truth
Now, girl you're more than welcome to
So give me one good reason
Baby come on

I live for you and me
And now I really come to see
That life would be much better once you're gone

I know that I can't take no more
It ain't no lie
I wanna see you out that door
Baby bye, bye, bye

Don't wanna be a fool for you
Just another player in your game for two
You may hate me but it ain't no lie
Baby bye, bye, bye

Don't really wanna make it tough
I just wanna tell you that I've had enough
It might sound crazy
But it ain't no lie
Baby bye, bye, bye

I'm giving up I know for sure
I don't wanna be the reason for your love no more
I'm checkin' out and I'm signin' off
Don't wanna be the loser and I've had enough

I don't wanna be a fool in this game for two
So I'm leavin' you behind
Bye, bye, bye
I don't wanna make it tough (Make it tough)
But I've had enough
Bye, bye, bye
I don't wanna be a fool for you (I don't wanna be a fool)
Just another player in your game for two
I don't wanna a be your fool
But it ain't no lie baby
Bye, bye, bye
I don't really wanna make it tough (I don't wanna make it tough)
I just wanna tell you that I've had enough
Might sound crazy but it ain't no lie
Bye, bye, bye"
62,Dido,White Flag,2003,"I know you think that I shouldn't still love you
or tell you that.
But if I didn't say it, well I'd still have felt it
where's the sense in that?
I promise I'm not trying to make your life harder

Or return to where we were
But I will go down with this ship

And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be
I know I left too much mess and

destruction to come back again
And I caused nothing but trouble
I understand if you can't talk to me again
And if you live by the rules of it's over
then I'm sure that makes sense
But I will go down with this ship

And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be
And when we meet

Which I'm sure we will
All that was then
Will be there still
I'll let it pass
And hold my tongue
And you will think
That I've moved on...
I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be
I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be
I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be"
63,The Black Eyed Peas,Boom Boom Pow,2009,"Gotta get-get, gotta get-get
Gotta get-get, gotta g-g-g-get-get-get, get-get

Boom boom boom, gotta get-get
Boom boom boom, gotta get-get
Boom boom boom, gotta get-get
Boom boom boom, gotta get-get

Boom boom boom, now
Boom boom boom, now
Boom boom pow
Boom boom

Yo, I got that hit that beat the block
You can get that bass overload
I got the that rock and roll
That future flow

That digital spit
Next level visual shit
I got that boom boom pow
How the beat bang, boom boom pow

I like that boom boom pow
Them chickens jackin' my style
They try copy my swagger
I'm on that next shit now

I'm so 3008
You so 2000 and late
I got that boom, boom, boom
That future boom, boom, boom
Let me get it now

Boom boom boom, gotta get-get
Boom boom boom, gotta get-get
Boom boom boom, gotta get-get
Boom boom boom, gotta get-get

Boom boom boom, now
Boom boom boom, now
Boom boom pow
Boom boom pow

I'm on the supersonic boom
Y'all hear the spaceship zoom
When, when I step inside the room
Them girls go ape-shit, uh

Y'all stuck on Super 8 shit
That low-fi stupid 8 bit
I'm on that HD flat
This beat go boom boom bap

I'm a beast when you turn me on
Into the future cybertron
Harder, faster, better, stronger
Sexy ladies extra longer

'Cause we got the beat that bounce
We got the beat that pound
We got the beat that 808
That the boom, boom in your town

People in the place
If you wanna get down
Put your hands in the air
Will.i.am drop the beat now

Yup, yup
I be rockin' them beats, yup, yup
I be rockin' them beats, y-y-yup, yup

Here we go, here we go, satellite radio
Y'all gettin' hit with boom boom
Beats so big I'm steppin' on leprechauns
Shittin' on y'all with the boom boom

Shittin' on y'all you with the boom boom
Shittin' on y'all you with the

This beat be bumpin', bumpin'
This beat go boom, boom

Let the beat rock
Let the beat rock
Let the beat rock

This beat be bumpin', bumpin'
This beat go boom, boom

I like that boom boom pow
Them chickens jackin' my style
They try copy my swagger
I'm on that next shit now

I'm so 3008
You so 2000 and late
I got that boom boom boom
That future boom boom boom
Let me get it now

Boom boom boom, gotta get-get
Boom boom boom, gotta get-get
Boom boom boom, gotta get-get
Boom boom boom, gotta get-get

Boom boom boom, now
Boom boom boom, now
Boom boom pow
Boom boom pow

Let the beat rock
(Let the beat rock)
Let the beat rock
(Let the beat)
Let the beat
(Let the beat rock, rock, rock, rock)"
64,Kanye West,Gold Digger,2005,"She take my money when I'm in need
Yea she's a triflin' friend indeed
Oh she's a gold digger way over town
That digs on me

Now I ain't sayin' she a gold digger
But she ain't messin' wit no broke niggaz
Now I ain't sayin' she a gold digger
But she ain't messin' wit no broke niggaz

Get down girl, go head get down
Get down girl, go head get down
Get down girl, go head get down
Get down girl, go head

Cutie the bomb, met her at a beauty salon
With a baby Louis Vuitton under her underarm
She said I can tell you ROC, I can tell by ya charm
Far as girls you got a flock
I can tell by ya charm and ya arm

But I'm lookin' for the one
Have you seen her?
My psychic told me she have a ass like Serena
Trina, Jennifer Lopez, four kids
An I gotta take all they bad ass to showbiz

Ok, get yo' kids but then they got their friends
I pulled up in the Benz, they all got a pen
We all went to Den and then I had to pay
If you fuckin' with this girl then you betta be payed
You know why?

It take too much to touch her
From what I heard she got a baby by Busta
My best friend say she use to fuck wit Usher
I don't care what none of ya'll say I still love her

Now I ain't sayin' she a gold digger
But she ain't messin' wit no broke niggaz
Now I ain't sayin' she a gold digger
But she ain't messin' wit no broke niggaz

Get down girl, go head get down
Get down girl, go head get down
Get down girl, go head get down
Get down girl, go head

18 years, 18 years
She got one of yo' kids, got you for 18 years
I know somebody payin' child support for one of his kids
His baby momma's car and crib is bigger than he is
You will see him on TV Any Given Sunday
Win the Superbowl and drive off in a Hyundai

She was spose' to buy ya shorty Tyco with ya money
She went to the doctor got lypo with ya money
She walkin' around lookin' like Micheal with ya money
Should of got that insured Geico for ya money

If you ain't no punk holla, ""We want prenup""
""We want prenup!"", yeaah
It's something that you need to have
'Cause when she leave yo' ass she gone leave with half
18 years, 18 years
And on her 18th birthday, he found out it wasn't his

Now I ain't sayin' she a gold digger
But she ain't messin' wit no broke niggaz
Now I ain't sayin' she a gold digger
But she ain't messin' wit no broke niggaz

Get down girl, go head get down
Get down girl, go head get down
Get down girl, go head get down
Get down girl, go head

Now I ain't sayin' you a gold digger, you got needs
You don't want ya dude to smoke but he can't buy weed
You go out to eat and he can't pay, ya'll can't leave
There's dishes in the back, he gotta roll up his sleeves
But while ya'll washin' watch him
He gone make it into a Benz out of that Datsun
He got that ambition baby look at his eyes
This week he moppin' floors, next week it's the fries
So, stick by his side
I know this dude's ballin' but yea that's nice
And they gone keep callin' and tryin'
But you stay right girl
But when you get on he leave yo' ass for a white girl
Get down girl, go head get down
Get down girl, go head get down
Get down girl, go head get down
Get down girl, go head
Let me hear that back"
65,Shaggy,Angel,2001,"Girl you're my angel, you're my darling angel
Closer than my peeps you are to me baby
Shorty you're my angel, you're my darling angel
Girl you're my friend when I'm in need lady

Life is one big party when you're still young
But who's gonna have your back when it's all done?
It's all good when you live you have pure fun
Can't be a fool son what about the long run

Looking back shorty always I mention
Said me not giving her much attention
She was there through my incarceration
I wanna show the nation my appreciation

Girl you're my angel, you're my darling angel
Closer than my peeps you are to me baby
Shorty you're my angel, you're my darling angel
Girl you're my friend when I'm in need lady

You're a queen and so you should be treated
Though you never get the lovin' that you're needed
Could've left but I called and you heeded
Begged and I pleaded mission completed

Mama said that I and I dissed the program
I'm not the type to mess around with your emotion
But the feeling that I have for you is so strong
Been together so long and this could never be wrong

Shorty you're my angel, you're my darling angel
Closer than my peeps you are to me baby
Shorty you're my angel, you're my darling angel
Girl you're my friend when I'm in need lady

Girl in spite of my behavior say ""I'm your savior""
You must be sent from up above
And you appear to me so tender well girl I surrender
Thanks for giving me your love

Girl in spite of my behavior well you are my savior
You must be sent from up above
And you appear to me so tender well girl I surrender
Thanks for giving me your love

Now life is one big party when you're still young
And who's gonna have your back when it's all done?
It's all good when you live you have
Can't be a fool son what about the long run

Looking back shorty always I mention
Said me not giving her much attention
She was there through my incarceration
I wanna show the nation my appreciation

Shorty you're my angel, you're my darling angel
Closer than my peeps you are to me baby
Shorty you're my angel, you're my darling angel
Girl you're my friend when I'm in need lady

Heaven must be missing on angel
'Coz you are here with me
Heaven must be missing on angel
'Coz you are here with me

Heaven must be missing on angel
'Coz you are here with me
Heaven must be missing on angel
'Coz you are here with me

Girl you're my angel, you're my darling angel
Closer than my peeps you are to me lady
Shorty you're my angel, you're my darling angel
Girl you're my friend when I'm in need

Girl you're my angel, you're my darling angel
Closer than my peeps you are to me baby
Shorty you're my angel, you're my darling angel
Girl you're my friend when I'm in need baby"
66,Nelly Furtado,Say It Right,2007,"In the day, in the night
Say it right, say it all
You either got it or you don't
You either stand or you fall

When your will is broken
When it slips from your hands
When there's no time for joking
There's a hole in the plan

Oh, you don't mean nothing at all to me
No, you don't mean nothing at all to me
Oh, you've got what it takes to set me free
Oh, you could mean everything to me

I can't say that I'm not lost and found
I can't say that I don't love the light and the dark
I can't that I don't know that I am alive
And all of what I feel I could show you tonight

Oh, you don't mean nothing at all to me
No, you don't mean nothing at all to me
Oh, you've got what it takes to set me free
Oh, you could mean everything to me

From my hands I can give you, something that I made
From my mouth I can sing you another brick that I laid
From my body I can show you a place, God knows
If you know this place is holy, do you really want to go?"
67,OutKast,Ms Jackson,2001,"Yeah this one right here goes out to all the baby's mamas, mamas
Mamas, mamas, baby mamas, mamas
Yeah, go like this

I'm sorry Ms Jackson
(Ooh)
I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry Ms Jackson
(Ooh)
I am for real
Never meant to make your daughter cry
I apologize a trillion times

My baby's drama mama, don't like me
She be doin' things like havin' them boys come from her neighborhood
To the studio tryin' to fight me
She need to get a, piece of the American pie and take her bite out
That's my house, I'll disconnect the cable and turn the lights out
And let her know her grandchild is a baby, and not a paycheck
Private school, daycare shit, medical bills I pay that
I love your mom and everything, but see I ain't the one who laid down

She wanna rib you up to start a custody war, my lawyers stay down
Shit, you never got a chance
To hear my side of the story we was divided
She had fish fries and cookouts
For my child's birthday I ain't invited
Despite it, I show her the utmost respect when I fall through
All you, do is defend that lady when I call you, yeah

I'm sorry Ms Jackson
(Ooh)
I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry Ms Jackson
(Ooh)
I am for real
Never meant to make your daughter cry
I apologize a trillion times

Me and your daughter gots this special thang goin' on
You say it's puppy love
  (Arf, arf, arf)
We say it's full grown
  (Arf, arf, woof)
Hope that we feel this, feel this way forever
You can plan a pretty picnic
But you can't predict the weather, Ms Jackson

Ten times out of nine, now if I'm lyin' fine
The quickest muzzle throw it on my mouth and I'll decline
King meets queen, then the puppy love thing, together dream
'Bout that crib with the Goodyear swing
On the oak tree, I hope we feel like this forever
Forever, forever, ever, forever, ever?
Forever never seems that long until' you're grown
And notice that the day by day ruler can't be too wrong

Ms Jackson my intentions were good I wish I could
Become a magician to abracadabra all the sadder
Thoughts of me, thoughts of she, thoughts of he
Askin' what happened to the feelin' that her and me
Had, I pray so much about it need some knee, pads
It happened for a reason one can't be, mad
So know this, know that everything is cool
And yes I will be present on the first day of school
And graduation

I'm sorry Ms Jackson
(Ooh)
I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry Ms Jackson
(Ooh)
I am for real
Never meant to make your daughter cry
I apologize a trillion times

""Look at the way he treats me""
Shit, look at the way you treat me
You see your little nosy-ass home girls
Done got your ass sent up the Creek G
Without a paddle, you left to straddle
And ride this thing on out

Now you and your girl ain't speakin' no more
'Cause my dick all in her mouth
Knahm' talkin' 'bout? Jealousy, infidelity, envy
Cheating to beating, envy and to the G they be the same thing
So who you placin' the blame on, you keep on singin' the same song
Let bygones be bygones, you can go on and get the hell on
You and your mama

I'm sorry Ms Jackson
(Ooh)
I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry Ms Jackson
(Ooh)
I am for real
Never meant to make your daughter cry
I apologize a trillion times

I'm sorry Ms Jackson
(Ooh)
I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry Ms Jackson
(Ooh)
I am for real
Never meant to make your daughter cry
I apologize a trillion times"
68,Mario,Let Me Love You,2005,"Mm uh mm yeah
Mm mm yeah yeah yeah
Mm uh mm mm yeah
Mm mm yeah yeah
Baby I just don't get it, do you enjoy being hurt?
I know you smelled the perfume, the makeup on his shirt

You don't believe his stories, you know that they're all lies
Bad as you are, you stick around and I just don't know why
If I was ya man
(Baby you'd)
Never worry 'bout
(What I do)

I'd be coming home

(Back to you)
Every night, doin' you right
You're the type of woman
(Deserves good things)
Fistful of diamonds
(Hand full of rings)

Baby, you're a star
I just want to show you you are

You should let me love you
Let me be the one to give you everything you want and need
Baby, good love and protection

Make me your selection
Show you the way love's supposed to be
Baby you should let me love you, love you, love you, love you, yeah
Listen

Your true beauty's description looks so good that it hurts
You're a dime plus ninety-nine and it's a shame
Don't even know what you're worth

Everywhere you go they stop and stare
'Cause you're bad and it shows
From your head to your toes, out of control, baby you know
If I was your man

(Baby you'd)

Never worry 'bout
(What I do)
I'd be coming home
(Back to you)

Every night, doin' you right
You're the type of woman
(Deserves good things)
Fistful of diamonds
(Hand full of rings)
Baby, you're a star
I just want to show you, who you are
You should let me love you
Let me be the one to give you everything you want and need
Ooh baby, good love and protection
Woah, make me your selection show you the way love's supposed to be
Baby, you should let me
(You deserve better, girl)
You know you deserve better
(We should be together girl)
Baby, with me and you it's whatever girl, hey
So can we make this thing ours?
You should let me love you
(Let me be the one to give you everything you want and need)
Let me be the one to give
Everything you need
(Good love and protection)
Said every thing
(Make me your selection)
Will you take me baby?
Show you the way love's supposed to be (Ooh)
Baby you should let me love you
(Let me be the one to give you everything you want and need)
I'll give you everything
That good love and protection
Make me your selection show you the way love's supposed to be
Hey
Hey
(You should let me love you)
Love you
(Let me be the one to give you everything you want and need)
The one to
Everything you need oooh, baby
(Good love and protection)
Protection
Make me your selection (selection, baby)
Show you the way love's supposed to be
(Yeah)
Let me love you
That's all you need baby"
69,The Black Eyed Peas,Don't Phunk With My Heart,2005,"No, no, no, no, don't phunk with my heart<br />
(Yeah)<br />
No, no, no, no, don't phunk with my heart<br />
<br />
I wonder if I take you home<br />
Would you still be in love, baby? In love, baby<br />
I wonder if I take you home<br />
Would you still be in love, baby? In love, baby<br />
<br />
Girl, you know you got me, got me<br />
With your pistol shot me, shot me<br />
And I'm here helplessly<br />
In love and nothing can stop me<br />
<br />
You can't stop me once I start it<br />
Can't return me once you bought it<br />
I'm coming baby, don't got it<br />
(Don't make me wait)<br />
So let's be about it<br />
<br />
No, no, no, no, don't phunk with my heart<br />
<br />
Baby, have some trustin', trustin'<br />
When I come with lustin', lustin'<br />
â€~Cause I bring you that comfort<br />
I ain't only here â€~cause I want yer body<br />
<br />
I want your mind too<br />
Interestin's what I find you<br />
And I'm interested in the long haul<br />
Come on girl, yee haw<br />
Come on!<br />
<br />
I wonder if I take you home<br />
Would you still be in love, baby? In love, baby<br />
I wonder if I take you home<br />
Would you still be in love, baby? In love, baby<br />
<br />
No, no, no, no, don't phunk with my heart<br />
<br />
Girl, you had me once you kissed me<br />
My love for you is not iffy<br />
I always want you with me<br />
I'll play Bobby and you'll play Whitney<br />
<br />
If you smoke, I'll smoke too<br />
That's how much I'm in love with you<br />
Crazy is what crazy do<br />
Crazy in love, I'm a crazy fool<br />
<br />
No, no, no, no, don't phunk with my heart<br />
<br />
Why you so insecure<br />
When you got passion and love h're?<br />
You always claimin' I'm a cheater<br />
Think I'd up and go leave ya<br />
<br />
For another seÃ±orita<br />
You forgot that I need ya<br />
You must've caught amnesia<br />
That's why you don't believe<br />
<br />
Yeah, check it out<br />
<br />
Don't you worry â€~bout a thing, baby<br />
â€~Cause you know you got me by a string, baby<br />
Don't you worry â€~bout a thing, baby<br />
â€~Cause you know you got me by a string, baby<br />
<br />
Baby girl, you make me feel<br />
You know you make me feel so real<br />
I love you more than sex appeal<br />
â€~Cause you're<br />
<br />
That tha-that, tha-that that that girl<br />
That tha-that, tha-that that that girl<br />
That tha-that, tha-that that that girl<br />
That tha-that, tha-that that that girl<br />
<br />
That tha-that, tha-that that that girl<br />
That tha-that, tha-that that that girl<br />
(No, no, no, no, don't phunk with my heart)<br />
That tha-that, tha-that that that girl<br />
That-tha, that tha, that-tha, that girl<br />
(No, no, no, no, don't phunk with my heart)<br />
<br />
I wonder if I take you home<br />
Would you still be in love, baby? In love, baby<br />
I wonder if I take you home<br />
Would you still be in love, baby? In love, baby<br />
<br />
I wonder if I take you home<br />
Would you still be in love, baby? In love, baby<br />
I wonder if I take you home<br />
Would you still be in love, baby? In love, baby<br />
<br />
Don't you worry â€~bout a thing, baby<br />
â€~Cause you know you got me by a string, baby<br />
Don't you worry â€~bout a thing, baby<br />
â€~Cause you know you got me by a string, baby"
70,Ke$ha,Tik-Toc,2009,"Exception occurred 
HTTP Error 404: Not Found"
71,Kanye West,Stronger,2007,"Work it, make it, do it
Make us harder, better, faster, stronger
(Work it harder, make it better) n-na-now th-that that don't kill me
(Do it faster, make us stronger) can only make me stronger
(More than ever, hour after hour) I need you to hurry up now
(Work is never over) cause I can't wait much longer
(Work it harder, make it better) I know I got to be right now
(Do it faster, make us stronger) cause I can't get much wronger
(More than ever, hour after hour) man, I've been waiting all night now
That's how long I've been on ya

Work it harder
Make it better
Do it faster
Make us stronger (I need you right now)
More than ever
Hour after hour
I need you right now

Let's get lost tonight, you could be my black kate moss tonight
Play secretary, I'm the boss tonight
You don't give a fuck what they all say, right?
Awesome the christian in christian dior
Danm, they don't make 'em like this anymore
I ask cause I'm not sure, do anybody make real shit anymore?
Bow in presence of greatness cause right now that has forsaken us
You should be honored by my lateness
That I'd even show up to this fake shit
So go ahead, go nuts, go ape shit
Specially on my best stand on my bape shit
Act like you can't tell who made this
New gospel homey take six, and take this haters

(Work it harder, make it better) n-na-now th-that that don't kill me
(Do it faster, make us stronger) can only make me stronger
(More than ever, hour after hour) I need you to hurry up now
(Work is never over) cause I can't wait much longer
(Work it harder, make it better) I know I got to be right now
(Do it faster, make us stronger) cause I can't get much wronger
(More than ever, hour after hour) man, I've been waiting all night now
That's how long I've been on ya

Work it harder
Make it better
Do it faster
Make us stronger (I need you right now)
More than ever
Hour after hour
I need you right now

Me likey,
I don't know if you got a man or not
If you made plans or not
If God put me in your plans or not
I'm tripping, this drink got me saying a lot
But I know that God put you in front of me
So how the hell could you front on me?
There's a thousand ""yous"" there's only one of me
I'm tripping, I'm caught up in the moment, right?

This is louis vuitton dime night
So we gon' do everything that kan like
Heard they'd do anything for a klondike
I'd do anything for a blond dike
And she'll do anything for the limelight
And we'll do anything when the time's right
Uh, baby you're making it
Harder, better, faster, stronger

(Work it harder, make it better) n-na-now th-that that don't kill me
(Do it faster, make us stronger) can only make me stronger
(More than ever, hour after hour) I need you to hurry up now
(Work is never over) cause I can't wait much longer
(Work it harder, make it better) I know I got to be right now
(Do it faster, make us stronger) cause I can't get much wronger
(More than ever, hour after hour) man, I've been waiting all night now
That's how long I've been on ya

(Work it harder, make it better) you know how long I've been on ya
(Do it faster, make us stronger) since prince was on appolonia
(More than ever, hour after hour) since o.j. Has isotoners
Don't act like I never told ya

Work it, work is never over
Work it, work is never over don't act like I (never) told ya
Harder, work is never over uh
Better, work is never over don't act like I (never) told ya
Work it, work is never over don't act like I (never) told ya
Work it, work is never over don't act like I (never) told ya
Harder, work is never over uh, baby you're making it
Harder, better, faster, stronger

(Work it harder, make it better) you know how long I've been on ya
(Do it faster, make us stronger) since prince was on appolonia
(More than ever, hour after hour) since o.j. Has isotoners
Don't act like I never told ya

(Work it harder, make it better) you know how long I've been on ya
(Do it faster, make us stronger) since prince was on appolonia
(More than ever, hour after hour) since o.j. Has isotoners
Don't act like I never told ya

Compositor: Edwin Birdsong / Kanye West / L.D. Harris"
72,Gwen Stefani,Hollaback Girl,2005,"Uh huh, this is my shit
All the girls stomp your feet like this

A few times I've been around that track
So it's not just gonna happen like that
'Cause I ain't no hollaback girl
I ain't no hollaback girl

A few times I've been around that track
So it's not just gonna happen like that
'Cause I ain't no hollaback girl
I ain't no hollaback girl

Ooh, ooh, this is my shit, this is my shit (×4)

I heard that you were talking shit
And you didn't think that I would hear it
People hear you talking like that,
Getting everybody fired up
So I'm ready to attack, gonna lead the pack
Gonna get a touchdown, gonna take you out
That's right, put your pom-poms downs
Getting everybody fired up

A few times I've been around that track
So it's not just gonna happen like that
'Cause I ain't no hollaback girl
I ain't no hollaback girl

A few times I've been around that track
So it's not just gonna happen like that
'Cause I ain't no hollaback girl
I ain't no hollaback girl

Ooh, ooh, this is my shit, this is my shit (×4)

So that's right dude, meet me at the bleachers
No principals, no student-teachers
Both of us want to be the winner, but there can only be one
So I'm gonna fight, gonna give it my all
Gonna make you fall, gonna sock it to you
That's right I'm the last one standing, another one bites the dust

A few times I've been around that track
So it's not just gonna happen like that
'Cause I ain't no hollaback girl
I ain't no hollaback girl

A few times I've been around that track
So it's not just gonna happen like that
'Cause I ain't no hollaback girl
I ain't no hollaback girl

Ooh, ooh, this is my shit, this is my shit (×4)

Let me hear you say this shit is bananas
B-a-n-a-n-a-s
(This shit is bananas)
(B-a-n-a-n-a-s)

Again
This shit is bananas
B-a-n-a-n-a-s
(This shit is bananas)
(B-a-n-a-n-a-s)

A few times I've been around that track
So it's not just gonna happen like that
'Cause I ain't no hollaback girl
I ain't no hollaback girl

A few times I've been around that track
So it's not just gonna happen like that
'Cause I ain't no hollaback girl
I ain't no hollaback girl

Ooh, ooh, this is my shit, this is my shit (×4)

Compositor: Chad Hugo / Gwen Stefani / Pharrell Williams"
